,name,url,area_genre,rating,holiday,dinner_price,lunch_price
135,ミルクランドホッカイドウ→トウキョウ,https://tabelog.com/tw/tokyo/A1317/A131703/13232018/,"自由丘車站 / 咖啡店, 軟冰淇淋",3.58,星期三,-, - JPY 999
136,ティーダブリュージー ティー 自由が丘,https://tabelog.com/tw/tokyo/A1317/A131703/13110903/,"自由丘車站 / 咖啡店, 蛋糕",3.58,-,"JPY 3,000 - JPY 3,999","JPY 3,000 - JPY 3,999"
137,ホルン,https://tabelog.com/tw/tokyo/A1318/A131810/13256319/,"代代木八幡車站 / 蛋糕, 麵包, 可麗餅/法式薄餅",3.58,-,"JPY 1,000 - JPY 1,999",-
138,クレーム デ ラ クレーム 六本木ヒルズ店,https://tabelog.com/tw/tokyo/A1307/A130701/13154475/,"六本木車站 / 泡芙, 蛋糕",3.58,-, - JPY 999,-
139,メイカセブン,https://tabelog.com/tw/tokyo/A1312/A131202/13045284/,"大島車站 / 麵包, 蛋糕, 咖啡館",3.58,星期一, - JPY 999, - JPY 999
140,LOU,https://tabelog.com/tw/tokyo/A1319/A131902/13261085/,"中野車站 / 咖啡店, 蛋糕, 西式甜點",3.58,星期三,"JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999"
141,銀座 福禄寿,https://tabelog.com/tw/tokyo/A1301/A130101/13223247/,"銀座一丁目車站 / 咖啡店, 日式甜點店, 刨冰",3.58,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
142,東京ステーションホテル ロビーラウンジ,https://tabelog.com/tw/tokyo/A1302/A130201/13147492/,"東京車站 / 咖啡店, 酒吧, 西式甜點",3.58,-,"JPY 6,000 - JPY 7,999","JPY 6,000 - JPY 7,999"
143,赤羽あんこ,https://tabelog.com/tw/tokyo/A1323/A132305/13130446/,赤羽車站 / 甜食,3.58,-, - JPY 999,-
144,リジーグ,https://tabelog.com/tw/tokyo/A1304/A130401/13043279/,"新宿三丁目車站 / 咖啡店, 三明治, 蛋糕",3.58,-,"JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999"
145,アレ,https://tabelog.com/tw/tokyo/A1306/A130602/13267636/,"表參道車站 / 咖啡店, 蛋糕",3.58,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
146,ジュウニブンベーカリーカフェ,https://tabelog.com/tw/tokyo/A1317/A131706/13246758/,"三軒茶屋車站 / 咖啡店, 蛋糕, 三明治",3.58,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
147,ラヴィアンレーヴ,https://tabelog.com/tw/tokyo/A1324/A132404/13173833/,"梅島車站 / 蛋糕, 咖啡店",3.58,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
148,いちびこ 三軒茶屋店,https://tabelog.com/tw/tokyo/A1317/A131706/13225138/,"三軒茶屋車站 / 咖啡店, 刨冰, 蛋糕",3.58,-, - JPY 999, - JPY 999
149,カボチャ,https://tabelog.com/tw/tokyo/A1317/A131706/13257257/,西太子堂車站 / 蛋糕,3.58,星期一,"JPY 1,000 - JPY 1,999",-
150,エシレ・パティスリー オ ブール 伊勢丹新宿店,https://tabelog.com/tw/tokyo/A1304/A130401/13227809/,新宿三丁目車站 / 西式甜點,3.58,-,-,"JPY 1,000 - JPY 1,999"
151,伊勢屋,https://tabelog.com/tw/tokyo/A1323/A132301/13021096/,"巢鴨車站 / 日式點心, 日式甜點店, 大福",3.58,-,"JPY 1,000 - JPY 1,999", - JPY 999
152,御菓子司 白樺 本店,https://tabelog.com/tw/tokyo/A1312/A131201/13101340/,"錦糸町車站 / 日式點心, 銅鑼燒, 大福",3.58,星期一,-, - JPY 999
153,ベイカーズ ゴナ ベイク,https://tabelog.com/tw/tokyo/A1302/A130201/13249546/,"東京車站 / 麵包, 西式甜點",3.58,-, - JPY 999, - JPY 999
154,butter,https://tabelog.com/tw/tokyo/A1319/A131902/13260985/,"中野車站 / 咖啡店, 西式甜點",3.58,-, - JPY 999, - JPY 999
155,ジュウニブン ベーカリー 渋谷店,https://tabelog.com/tw/tokyo/A1303/A130301/13261269/,"澀谷車站 / 麵包, 西式甜點, 蛋糕",3.58,-, - JPY 999,-
156,文銭堂本舗 新橋本店,https://tabelog.com/tw/tokyo/A1301/A130103/13007926/,"新橋車站 / 日式點心, 大福",3.58,"星期日, 節假日", - JPY 999,-
157,GAZTA 伊勢丹新宿店,https://tabelog.com/tw/tokyo/A1304/A130401/13270095/,"新宿三丁目車站 / 西式甜點, 可麗餅/法式薄餅",3.58,-, - JPY 999,-
158,石鍋商店,https://tabelog.com/tw/tokyo/A1323/A132303/13003786/,"王子站前車站 / 日式點心, 日式甜點店",3.58,星期日,-,"JPY 1,000 - JPY 1,999"
159,目黒ひいらぎ 学芸大学東口店,https://tabelog.com/tw/tokyo/A1317/A131702/13268217/,"學藝大學車站 / 鯛魚燒・大判燒, 咖啡店",3.58,-, - JPY 999, - JPY 999
160,Patisserie Chocolaterie Recit,https://tabelog.com/tw/tokyo/A1318/A131803/13266860/,"東松原車站 / 巧克力, 蛋糕, 西式甜點",3.58,星期一,-, - JPY 999
161,レストラン・セン,https://tabelog.com/tw/tokyo/A1309/A130904/13117224/,"市谷車站 / 法式料理, 餐廳, 甜食",3.58,星期一,"JPY 8,000 - JPY 9,999","JPY 4,000 - JPY 4,999"
162,A to Z cafe,https://tabelog.com/tw/tokyo/A1306/A130602/13021722/,"表參道車站 / 咖啡店, 啤酒屋, 蛋糕",3.57,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
163,銀座千疋屋 銀座本店 フルーツパーラー,https://tabelog.com/tw/tokyo/A1301/A130101/13002625/,"銀座車站 / 水果聖代, 咖啡店, 蛋糕",3.57,-,"JPY 1,000 - JPY 1,999","JPY 3,000 - JPY 3,999"
164,夜パフェ専門店 モモブクロ,https://tabelog.com/tw/tokyo/A1305/A130501/13235689/,"池袋車站 / 水果聖代, 咖啡店, 甜食",3.57,-,"JPY 1,000 - JPY 1,999",-
165,ノア カフェ 銀座店,https://tabelog.com/tw/tokyo/A1301/A130101/13002704/,"銀座車站 / 咖啡店, 蛋糕, 咖啡館",3.57,-,"JPY 1,000 - JPY 1,999", - JPY 999
166,浅草 花月堂,https://tabelog.com/tw/tokyo/A1311/A131102/13183985/,"淺草車站 / 日式甜點店, 麵包, 西式甜點",3.57,-,-, - JPY 999
167,浅草きびだんご　あづま,https://tabelog.com/tw/tokyo/A1311/A131102/13057224/,淺草車站 / 日式點心,3.57,-, - JPY 999,-
168,カフェ ザ サン リブズ ヒア,https://tabelog.com/tw/tokyo/A1317/A131706/13145455/,"三軒茶屋車站 / 咖啡店, 蛋糕, 甜食",3.57,-, - JPY 999, - JPY 999
169,カフェ ルミエール,https://tabelog.com/tw/tokyo/A1320/A132001/13147519/,"吉祥寺車站 / 咖啡店, 刨冰, 咖喱",3.57,-,"JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999"
170,KURAMAE CANNELE,https://tabelog.com/tw/tokyo/A1311/A131103/13281428/,"藏前車站 / 西式甜點, 咖啡店",3.57,星期一,-,"JPY 1,000 - JPY 1,999"
171,おやき処 れふ亭,https://tabelog.com/tw/tokyo/A1319/A131902/13050583/,中野車站 / 鯛魚燒・大判燒,3.57,-, - JPY 999,-
172,uni CAFE,https://tabelog.com/tw/tokyo/A1312/A131201/13225581/,"錦糸町車站 / 咖啡店, 蛋糕",3.57,-,"JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999"
173,トカクコーヒー,https://tabelog.com/tw/tokyo/A1313/A131303/13253896/,"清澄白河車站 / 咖啡店, 布丁",3.57,星期二,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
174,家と庭,https://tabelog.com/tw/tokyo/A1306/A130602/13197962/,"表參道車站 / 咖啡店, 蛋糕, 布丁",3.57,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
175,たまご専⾨ 本巣ヱ 東京本家,https://tabelog.com/tw/tokyo/A1307/A130702/13264869/,麻布十番車站 / 甜食,3.57,-,"JPY 1,000 - JPY 1,999",-
176,カフェ オトノヴァ,https://tabelog.com/tw/tokyo/A1311/A131102/13158341/,"淺草車站 / 咖啡店, 義大利料理, 蛋糕",3.57,-,"JPY 3,000 - JPY 3,999","JPY 1,000 - JPY 1,999"
177,麻布野菜菓子,https://tabelog.com/tw/tokyo/A1307/A130702/13140461/,"麻布十番車站 / 日式點心, 刨冰, 咖啡店",3.57,星期二,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
178,イップクアンドマッチャ 日本橋店,https://tabelog.com/tw/tokyo/A1302/A130202/13241871/,"新日本橋車站 / 咖啡店, 甜食, 西式甜點",3.57,-,-,"JPY 1,000 - JPY 1,999"
179,アンヴデット,https://tabelog.com/tw/tokyo/A1313/A131303/13201342/,清澄白河車站 / 蛋糕,3.57,"星期二, 星期三","JPY 1,000 - JPY 1,999",-
180,松涛カフェ 渋谷本店,https://tabelog.com/tw/tokyo/A1303/A130301/13215570/,"神泉車站 / 咖啡店, 蛋糕, 麵包",3.57,星期一,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
181,FLOTO,https://tabelog.com/tw/tokyo/A1318/A131810/13207001/,"參宮橋車站 / 意式冰淇淋/冰淇淋, 西式甜點, 咖啡店",3.57,星期三,"JPY 1,000 - JPY 1,999", - JPY 999
182,ディゾン 人形町,https://tabelog.com/tw/tokyo/A1302/A130204/13257415/,"人形町車站 / 咖啡店, 蛋糕",3.57,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
183,元祖千成もなか本舗 大塚店,https://tabelog.com/tw/tokyo/A1323/A132302/13120475/,大塚車站 / 日式點心,3.57,-, - JPY 999,-
184,カフェ・ディ・フェスタ,https://tabelog.com/tw/tokyo/A1302/A130202/13000308/,"新日本橋車站 / 咖啡店, 意式冰淇淋/冰淇淋, 西式料理",3.57,-,"JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999"
185,レ・アントルメ国立,https://tabelog.com/tw/tokyo/A1325/A132503/13006001/,"國立車站 / 蛋糕, 麵包",3.57,星期三,"JPY 1,000 - JPY 1,999", - JPY 999
186,ラデュレ 新宿店,https://tabelog.com/tw/tokyo/A1304/A130401/13140084/,"新宿車站 / 甜食, 馬卡龍, 蛋糕",3.57,-,"JPY 1,000 - JPY 1,999",-
187,パティスリーQBG エキュート品川店,https://tabelog.com/tw/tokyo/A1314/A131403/13019780/,"品川車站 / 蛋糕, 西式甜點",3.57,-,"JPY 1,000 - JPY 1,999",-
188,キタヤ 六人衆 青山本店,https://tabelog.com/tw/tokyo/A1306/A130603/13126438/,"外苑前車站 / 日式點心, 銅鑼燒",3.57,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
189,クリオロ 麻布台ヒルズ店,https://tabelog.com/tw/tokyo/A1307/A130704/13290873/,"神谷町車站 / 蛋糕, 西式甜點",3.57,-, - JPY 999,-
190,ルノートル 銀座三越店,https://tabelog.com/tw/tokyo/A1301/A130101/13233008/,"銀座車站 / 蛋糕, 巧克力",3.57,-,-,"JPY 3,000 - JPY 3,999"
191,ル・ポミエ 麻布十番店,https://tabelog.com/tw/tokyo/A1307/A130702/13097610/,"麻布十番車站 / 蛋糕, 麵包, 咖啡店",3.57,-, - JPY 999, - JPY 999
192,パリット フワット,https://tabelog.com/tw/tokyo/A1311/A131106/13034802/,"本駒込車站 / 麵包, 西式甜點",3.57,星期一,-, - JPY 999
193,ソーワ,https://tabelog.com/tw/tokyo/A1307/A130704/13259026/,"神谷町車站 / 意式冰淇淋/冰淇淋, 軟冰淇淋",3.57,"星期日, 節假日",-,-
194,ブーランジュリー オーヴェルニュ,https://tabelog.com/tw/tokyo/A1324/A132403/13040207/,"花茶屋車站 / 麵包, 三明治, 西式甜點",3.57,星期三,-, - JPY 999
195,どら焼き きてら,https://tabelog.com/tw/tokyo/A1310/A131002/13172147/,"岩本町車站 / 銅鑼燒, 日式點心",3.57,"星期日, 節假日",-, - JPY 999
196,ビスキュイテリエ ブルトンヌ 渋谷ヒカリエ店,https://tabelog.com/tw/tokyo/A1303/A130301/13247053/,澀谷車站 / 西式甜點,3.57,-, - JPY 999,-
197,TORAYA GINZA,https://tabelog.com/tw/tokyo/A1301/A130101/13296020/,銀座車站 / 日式點心,3.57,-,"JPY 1,000 - JPY 1,999",-
198,MUTO coffee roastery,https://tabelog.com/tw/tokyo/A1319/A131902/13173656/,"中野車站 / 咖啡店, 蛋糕",3.57,"星期三, 星期四", - JPY 999, - JPY 999
199,ブノワ・ニアン 銀座,https://tabelog.com/tw/tokyo/A1301/A130101/13289207/,"銀座車站 / 巧克力, 咖啡店",3.57,-,"JPY 4,000 - JPY 4,999","JPY 4,000 - JPY 4,999"
200,パイの店　kibusi,https://tabelog.com/tw/tokyo/A1324/A132402/13116815/,北千住車站 / 甜食,3.57,"星期一, 星期二, 星期日, 節假日", - JPY 999,-
201,フラクタス,https://tabelog.com/tw/tokyo/A1303/A130301/13239851/,"澀谷車站 / 蛋糕, 西式甜點",3.57,-, - JPY 999,-
202,藤の木,https://tabelog.com/tw/tokyo/A1319/A131907/13047497/,"西荻窪車站 / 麵包, 蛋糕",3.57,"星期日, 節假日", - JPY 999, - JPY 999
203,劉記 中華面食,https://tabelog.com/tw/tokyo/A1312/A131204/13273110/,"新小岩車站 / 麵包, 肉包, 中式點心",3.57,-,-, - JPY 999
204,ザ・ペニンシュラ ブティック&カフェ 新丸ビル店,https://tabelog.com/tw/tokyo/A1302/A130201/13251850/,"二重橋前車站 / 咖啡店, 巧克力",3.57,-,"JPY 1,000 - JPY 1,999","JPY 2,000 - JPY 2,999"
205,一炉庵,https://tabelog.com/tw/tokyo/A1310/A131004/13003568/,東大前車站 / 日式點心,3.57,星期二,-,-
206,PATISSERIE TATSUYA SASAKI,https://tabelog.com/tw/tokyo/A1329/A132904/13137859/,"西八王子車站 / 蛋糕, 麵包",3.57,星期一,-,-
207,via A,https://tabelog.com/tw/tokyo/A1324/A132404/13238919/,"五反野車站 / 披薩, 義大利料理, 蛋糕",3.57,"星期二, 星期三","JPY 4,000 - JPY 4,999","JPY 1,000 - JPY 1,999"
208,ジャン＝ポール・エヴァン 伊勢丹新宿本店,https://tabelog.com/tw/tokyo/A1304/A130401/13000854/,"新宿三丁目車站 / 巧克力, 蛋糕, 咖啡店",3.56,-,"JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999"
209,GARIGUETTE,https://tabelog.com/tw/tokyo/A1306/A130602/13265019/,"表參道車站 / 甜食, 咖啡店, 蛋糕",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
210,dacō? 神楽坂,https://tabelog.com/tw/tokyo/A1309/A130905/13304357/,"神樂坂車站 / 甜甜圈, 麵包",3.56,-,"JPY 1,000 - JPY 1,999",-
211,マルゼンカフェ 日本橋店,https://tabelog.com/tw/tokyo/A1302/A130202/13040182/,"日本橋車站 / 咖啡店, 西式料理, 甜食",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
212,古桑庵,https://tabelog.com/tw/tokyo/A1317/A131703/13003216/,"自由丘車站 / 日式甜點店, 刨冰",3.56,星期三,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
213,みなと屋,https://tabelog.com/tw/tokyo/A1318/A131808/13154898/,"笹塚車站 / 章魚燒, 明石燒, 刨冰",3.56,星期三,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
214,カフェ レ ジュ グルニエ,https://tabelog.com/tw/tokyo/A1306/A130602/13007510/,"表參道車站 / 咖啡店, 蛋糕",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
215,The Little BAKERY Tokyo,https://tabelog.com/tw/tokyo/A1306/A130601/13254959/,"明治神宮前車站 / 咖啡店, 麵包, 甜甜圈",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
216,ニューヨーク パーフェクト チーズ 東京駅店,https://tabelog.com/tw/tokyo/A1302/A130201/13207461/,東京車站 / 西式甜點,3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
217,四歩,https://tabelog.com/tw/tokyo/A1320/A132001/13134212/,"吉祥寺車站 / 咖啡店, 日本料理, 甜食",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
218,ベルトラン ラーシェ ル ブルターニュ 神楽坂,https://tabelog.com/tw/tokyo/A1309/A130905/13147707/,"飯田橋車站 / 法式料理, 可麗餅/法式薄餅, 葡萄酒酒吧",3.56,"星期一, 星期二","JPY 10,000 - JPY 14,999","JPY 6,000 - JPY 7,999"
219,備屋珈琲店 恵比寿店,https://tabelog.com/tw/tokyo/A1303/A130302/13014332/,"惠比壽車站 / 咖啡館, 咖啡店, 意式冰淇淋/冰淇淋",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
220,ヒグマドーナッツ×コーヒーライツ,https://tabelog.com/tw/tokyo/A1306/A130602/13226926/,"表參道車站 / 咖啡店, 甜甜圈",3.56,星期三,-, - JPY 999
221,RITUEL CAFE ルミネ新宿店,https://tabelog.com/tw/tokyo/A1304/A130401/13247172/,"新宿車站 / 咖啡店, 蛋糕, 義大利麵",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
222,フェアリーケーキ フェア グランスタ店,https://tabelog.com/tw/tokyo/A1302/A130201/13044129/,東京車站 / 西式甜點,3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
223,Tokyo ShaveIce Ancredore,https://tabelog.com/tw/tokyo/A1310/A131003/13269723/,水道橋車站 / 刨冰,3.56,-,-,"JPY 2,000 - JPY 2,999"
224,つるや製菓,https://tabelog.com/tw/tokyo/A1329/A132904/13037905/,八王子車站 / 日式點心,3.56,星期三, - JPY 999,-
225,IMANOフルーツファクトリー,https://tabelog.com/tw/tokyo/A1302/A130203/13099323/,"茅場町車站 / 水果聖代, 果汁吧攤, 蛋糕",3.56,"星期日, 節假日", - JPY 999, - JPY 999
226,ブラッスリー・バーゼル 京王八王子駅前店,https://tabelog.com/tw/tokyo/A1329/A132904/13086956/,"京王八王子車站 / 咖啡店, 蛋糕",3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
227,kasiki,https://tabelog.com/tw/tokyo/A1318/A131807/13278143/,幡谷車站 / 意式冰淇淋/冰淇淋,3.56,"星期二, 星期三, 星期四",-, - JPY 999
228,麦酒屋 るぷりん,https://tabelog.com/tw/tokyo/A1301/A130101/13142427/,"銀座車站 / 啤酒酒吧, 餐酒吧, 刨冰",3.56,星期一,"JPY 5,000 - JPY 5,999",-
229,六義園 吹上茶屋,https://tabelog.com/tw/tokyo/A1323/A132301/13026210/,"駒込車站 / 日式點心, 日式甜點店",3.56,-,-, - JPY 999
230,西光亭,https://tabelog.com/tw/tokyo/A1318/A131811/13001834/,代代木上原車站 / 西式甜點,3.56,-,-,"JPY 2,000 - JPY 2,999"
231,Very Ruby Cut,https://tabelog.com/tw/tokyo/A1314/A131403/13265600/,品川車站 / 西式甜點,3.56,-,-,"JPY 1,000 - JPY 1,999"
232,feuquiage,https://tabelog.com/tw/tokyo/A1326/A132601/13264560/,調布車站 / 蛋糕,3.56,星期二,-,-
233,ラ・テール洋菓子店,https://tabelog.com/tw/tokyo/A1317/A131705/13004810/,池尻大橋車站 / 蛋糕,3.56,星期二, - JPY 999,-
234,Servo Coffee,https://tabelog.com/tw/tokyo/A1309/A130904/13173550/,"市谷車站 / 咖啡店, 西式甜點",3.56,-,-, - JPY 999
235,MAISON KUROSU 用賀店,https://tabelog.com/tw/tokyo/A1317/A131707/13258655/,"用賀車站 / 麵包, 西式甜點",3.56,"星期一, 星期二, 星期日", - JPY 999, - JPY 999
236,サンモリッツ名花堂,https://tabelog.com/tw/tokyo/A1307/A130702/13007042/,"麻布十番車站 / 麵包, 蛋糕",3.56,"星期一, 星期四", - JPY 999,-
237,レピドール 田園調布店,https://tabelog.com/tw/tokyo/A1317/A131704/13003251/,"田園調布車站 / 蛋糕, 咖啡館",3.56,星期三,-,"JPY 1,000 - JPY 1,999"
238,ブレッド ストーリー 松屋銀座店,https://tabelog.com/tw/tokyo/A1301/A130101/13173072/,"銀座車站 / 麵包, 三明治, 西式甜點",3.56,-, - JPY 999,-
239,ロッセ,https://tabelog.com/tw/tokyo/A1327/A132701/13059161/,"町田車站 / 咖啡館, 蛋糕",3.56,星期三, - JPY 999, - JPY 999
240,buik,https://tabelog.com/tw/tokyo/A1306/A130602/13183574/,"表參道車站 / 咖啡店, 麵包, 西式甜點",3.56,"星期一, 星期二",-,"JPY 2,000 - JPY 2,999"
241,コンテナ,https://tabelog.com/tw/tokyo/A1304/A130401/13101984/,"新宿三丁目車站 / 咖啡店, 蛋糕, 甜食",3.56,"星期一, 星期四, 星期日",-,"JPY 1,000 - JPY 1,999"
242,BREAD PLANT OZ 本店,https://tabelog.com/tw/tokyo/A1317/A131702/13153586/,"都立大學車站 / 麵包, 三明治, 甜甜圈",3.56,星期三,"JPY 2,000 - JPY 2,999", - JPY 999
243,ニューヨークシティサンド 羽田空港第2ターミナルビル,https://tabelog.com/tw/tokyo/A1315/A131504/13232670/,羽田機場第2航廈車站 / 西式甜點,3.56,-,"JPY 1,000 - JPY 1,999",-
244,Donut and Meatball KEOkeo,https://tabelog.com/tw/tokyo/A1317/A131715/13268067/,"上野毛車站 / 咖啡店, 甜甜圈",3.56,星期四, - JPY 999,"JPY 2,000 - JPY 2,999"
245,POSH,https://tabelog.com/tw/tokyo/A1313/A131303/13265384/,"清澄白河車站 / 西式甜點, 蛋糕",3.56,-,"JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999"
246,sarkara,https://tabelog.com/tw/tokyo/A1317/A131706/13304374/,三軒茶屋車站 / 蛋糕,3.56,星期二,-,-
247,アンズトモモ,https://tabelog.com/tw/tokyo/A1323/A132305/13204384/,"赤羽車站 / 咖啡店, 西式甜點",3.56,星期三,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
248,FarmMart & Friends,https://tabelog.com/tw/tokyo/A1304/A130401/13269700/,"南新宿車站 / 咖啡店, 甜甜圈",3.56,"星期三, 星期四", - JPY 999, - JPY 999
249,庄之助 神田須田町店,https://tabelog.com/tw/tokyo/A1310/A131002/13044112/,"淡路町車站 / 日式點心, 銅鑼燒",3.56,"星期六, 星期日, 節假日", - JPY 999,-
250,Brick bake bakers by Pâtisserie ease,https://tabelog.com/tw/tokyo/A1302/A130201/13300444/,東京車站 / 西式甜點,3.56,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
251,タイニー トリア アフタヌーンティー＆カフェ,https://tabelog.com/tw/tokyo/A1302/A130204/13228354/,"人形町車站 / 咖啡店, 西式甜點",3.56,"星期一, 星期二",-,"JPY 1,000 - JPY 1,999"
252,ドーナツ工房　レポロ,https://tabelog.com/tw/tokyo/A1326/A132601/13124683/,"仙川車站 / 甜甜圈, 西式甜點, 咖啡店",3.56,"星期一, 星期日",-, - JPY 999
253,ヒロミ＆コ スイーツ＆コーヒー,https://tabelog.com/tw/tokyo/A1302/A130204/13255367/,"小傳馬町車站 / 西式甜點, 咖啡店, 蛋糕",3.56,"星期一, 星期二, 星期三, 星期日","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
254,ロダス 銀座三越店,https://tabelog.com/tw/tokyo/A1301/A130101/13238235/,銀座車站 / 西式甜點,3.56,-,-,-
255,プレリアル成城,https://tabelog.com/tw/tokyo/A1318/A131814/13005170/,"成城學園前車站 / 蛋糕, 咖啡館, 麵包",3.56,"星期一, 星期二","JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
256,京菓子司　彦九郎,https://tabelog.com/tw/tokyo/A1302/A130204/13111915/,"人形町車站 / 日式點心, 刨冰, 銅鑼燒",3.56,-,-,-
257,キュイソン ルカ,https://tabelog.com/tw/tokyo/A1317/A131710/13160141/,西小山車站 / 蛋糕,3.56,"星期一, 星期日", - JPY 999, - JPY 999
258,otaco,https://tabelog.com/tw/tokyo/A1311/A131102/13115525/,"淺草車站 / 蛋糕, 甜食",3.56,"星期一, 星期日", - JPY 999,-
259,Honey,https://tabelog.com/tw/tokyo/A1319/A131906/13220348/,"荻窪車站 / 麵包, 西式甜點",3.56,-,-, - JPY 999
260,REGINA,https://tabelog.com/tw/tokyo/A1318/A131814/13256648/,"祖師谷大藏車站 / 麵包, 甜甜圈, 三明治",3.56,星期二,"JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999"
261,レイジー デイジー ベーカリー,https://tabelog.com/tw/tokyo/A1310/A131002/13206667/,御茶之水車站 / 西式甜點,3.56,-,-,"JPY 2,000 - JPY 2,999"
262,ブラッスリー リーヌ,https://tabelog.com/tw/tokyo/A1311/A131106/13231675/,"根津車站 / 法式小酒館, 法式料理, 西式甜點",3.56,星期一,"JPY 8,000 - JPY 9,999","JPY 3,000 - JPY 3,999"
263,麗郷 渋谷店,https://tabelog.com/tw/tokyo/A1303/A130301/13001805/,"澀谷車站 / 台灣料理, 甜食",3.55,-,"JPY 4,000 - JPY 4,999",-
264,みはし 上野本店,https://tabelog.com/tw/tokyo/A1311/A131101/13003581/,"京成上野車站 / 日式甜點店, 刨冰, 咖啡館",3.55,-,-,"JPY 1,000 - JPY 1,999"
265,ウエスト青山ガーデン,https://tabelog.com/tw/tokyo/A1307/A130701/13057028/,"乃木坂車站 / 咖啡店, 蛋糕, 鬆餅",3.55,-,"JPY 2,000 - JPY 2,999","JPY 1,000 - JPY 1,999"
266,銀座ウエスト 銀座本店 ,https://tabelog.com/tw/tokyo/A1301/A130101/13002565/,"銀座車站 / 咖啡館, 蛋糕, 咖啡店",3.55,-,"JPY 1,000 - JPY 1,999","JPY 1,000 - JPY 1,999"
267,芋屋金次郎 日本橋店,https://tabelog.com/tw/tokyo/A1302/A130202/13166354/,"三越前車站 / 日式點心, 意式冰淇淋/冰淇淋",3.55,-, - JPY 999,-
268,I'm donut? 原宿店,https://tabelog.com/tw/tokyo/A1306/A130601/13287491/,原宿車站 / 甜甜圈,3.55,-, - JPY 999,-
269,ラ・メゾン・キオイ,https://tabelog.com/tw/tokyo/A1308/A130801/13199028/,"永田町車站 / 法式料理, 咖啡店, 蛋糕",3.55,星期二,"JPY 15,000 - JPY 19,999","JPY 6,000 - JPY 7,999"
270,ジャン・フランソワ GINZA SIX店,https://tabelog.com/tw/tokyo/A1301/A130101/13207631/,"銀座車站 / 麵包, 西式甜點",3.55,-, - JPY 999, - JPY 999
271,パティスリー・サダハル・アオキ・パリ 東京ミッドタウン店,https://tabelog.com/tw/tokyo/A1307/A130701/13037371/,"六本木車站 / 蛋糕, 咖啡店, 馬卡龍",3.55,-,"JPY 2,000 - JPY 2,999","JPY 2,000 - JPY 2,999"
272,フォーシーズンズカフェ,https://tabelog.com/tw/tokyo/A1313/A131305/13054425/,"西葛西車站 / 咖啡店, 蛋糕, 水果聖代",3.55,星期三,"JPY 1,000 - JPY 1,999", - JPY 999
273,御茶ノ水 小川軒,https://tabelog.com/tw/tokyo/A1310/A131002/13005532/,"御茶之水車站 / 西式料理, 蛋糕, 咖啡店",3.55,"星期日, 節假日","JPY 1,000 - JPY 1,999","JPY 2,000 - JPY 2,999"
274,UPLIGHT COFFEE,https://tabelog.com/tw/tokyo/A1303/A130301/13240139/,"澀谷車站 / 咖啡店, 甜食, 三明治",3.55,-, - JPY 999, - JPY 999
